,pokedex_number,name,generation,status,species,type_number,type_1,type_2,total_points,hp,attack,defense,sp_attack,sp_defense,speed,growth_rate,against_normal,against_fire,against_water,against_electric,against_grass,against_ice,against_fight,against_poison,against_ground,against_flying,against_psychic,against_bug,against_rock,against_ghost,against_dragon,against_dark,against_steel,against_fairy
626,534,Conkeldurr,5,Normal,Muscular Pokémon,1,Fighting,Fighting,505.0,105.0,140.0,95.0,55.0,65.0,45.0,Medium Slow,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
627,535,Tympole,5,Normal,Tadpole Pokémon,1,Water,Water,294.0,50.0,50.0,40.0,50.0,40.0,64.0,Medium Slow,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
628,536,Palpitoad,5,Normal,Vibration Pokémon,2,Water,Ground,384.0,75.0,65.0,55.0,65.0,55.0,69.0,Medium Slow,1.0,0.5,1.0,0.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0
629,537,Seismitoad,5,Normal,Vibration Pokémon,2,Water,Ground,509.0,105.0,95.0,75.0,85.0,75.0,74.0,Medium Slow,1.0,0.5,1.0,0.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0
630,538,Throh,5,Normal,Judo Pokémon,1,Fighting,Fighting,465.0,120.0,100.0,85.0,30.0,85.0,45.0,Medium Fast,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
631,539,Sawk,5,Normal,Karate Pokémon,1,Fighting,Fighting,465.0,75.0,125.0,75.0,30.0,75.0,85.0,Medium Fast,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
632,540,Sewaddle,5,Normal,Sewing Pokémon,2,Bug,Grass,310.0,45.0,53.0,70.0,40.0,60.0,42.0,Medium Slow,1.0,4.0,0.5,0.5,0.25,2.0,0.5,2.0,0.25,4.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0
633,541,Swadloon,5,Normal,Leaf-Wrapped Pokémon,2,Bug,Grass,380.0,55.0,63.0,90.0,50.0,80.0,42.0,Medium Slow,1.0,4.0,0.5,0.5,0.25,2.0,0.5,2.0,0.25,4.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0
634,542,Leavanny,5,Normal,Nurturing Pokémon,2,Bug,Grass,500.0,75.0,103.0,80.0,70.0,80.0,92.0,Medium Slow,1.0,4.0,0.5,0.5,0.25,2.0,0.5,2.0,0.25,4.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0
635,543,Venipede,5,Normal,Centipede Pokémon,2,Bug,Poison,260.0,30.0,45.0,59.0,30.0,39.0,57.0,Medium Slow,1.0,2.0,1.0,1.0,0.25,1.0,0.25,0.5,1.0,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5
636,544,Whirlipede,5,Normal,Curlipede Pokémon,2,Bug,Poison,360.0,40.0,55.0,99.0,40.0,79.0,47.0,Medium Slow,1.0,2.0,1.0,1.0,0.25,1.0,0.25,0.5,1.0,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5
637,545,Scolipede,5,Normal,Megapede Pokémon,2,Bug,Poison,485.0,60.0,100.0,89.0,55.0,69.0,112.0,Medium Slow,1.0,2.0,1.0,1.0,0.25,1.0,0.25,0.5,1.0,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5
638,546,Cottonee,5,Normal,Cotton Puff Pokémon,2,Grass,Fairy,280.0,40.0,27.0,60.0,37.0,50.0,66.0,Medium Fast,1.0,2.0,0.5,0.5,0.5,2.0,0.5,4.0,0.5,2.0,1.0,1.0,1.0,1.0,0.0,0.5,2.0,1.0
639,547,Whimsicott,5,Normal,Windveiled Pokémon,2,Grass,Fairy,480.0,60.0,67.0,85.0,77.0,75.0,116.0,Medium Fast,1.0,2.0,0.5,0.5,0.5,2.0,0.5,4.0,0.5,2.0,1.0,1.0,1.0,1.0,0.0,0.5,2.0,1.0
640,548,Petilil,5,Normal,Bulb Pokémon,1,Grass,Grass,280.0,45.0,35.0,50.0,70.0,50.0,30.0,Medium Fast,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
641,549,Lilligant,5,Normal,Flowering Pokémon,1,Grass,Grass,480.0,70.0,60.0,75.0,110.0,75.0,90.0,Medium Fast,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
642,550,Basculin Red-Striped Form,5,Normal,Hostile Pokémon,1,Water,Water,460.0,70.0,92.0,65.0,80.0,55.0,98.0,Medium Fast,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
643,550,Basculin Blue-Striped Form,5,Normal,Hostile Pokémon,1,Water,Water,460.0,70.0,92.0,65.0,80.0,55.0,98.0,Medium Fast,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
644,551,Sandile,5,Normal,Desert Croc Pokémon,2,Ground,Dark,292.0,50.0,72.0,35.0,35.0,35.0,65.0,Medium Slow,1.0,1.0,2.0,0.0,2.0,2.0,2.0,0.5,1.0,1.0,0.0,2.0,0.5,0.5,1.0,0.5,1.0,2.0
645,552,Krokorok,5,Normal,Desert Croc Pokémon,2,Ground,Dark,351.0,60.0,82.0,45.0,45.0,45.0,74.0,Medium Slow,1.0,1.0,2.0,0.0,2.0,2.0,2.0,0.5,1.0,1.0,0.0,2.0,0.5,0.5,1.0,0.5,1.0,2.0
646,553,Krookodile,5,Normal,Intimidation Pokémon,2,Ground,Dark,519.0,95.0,117.0,80.0,65.0,70.0,92.0,Medium Slow,1.0,1.0,2.0,0.0,2.0,2.0,2.0,0.5,1.0,1.0,0.0,2.0,0.5,0.5,1.0,0.5,1.0,2.0
647,554,Darumaka,5,Normal,Zen Charm Pokémon,1,Fire,Fire,315.0,70.0,90.0,45.0,15.0,45.0,50.0,Medium Slow,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
648,554,Galarian Darumaka,5,Normal,Zen Charm Pokémon,1,Ice,Ice,315.0,70.0,90.0,45.0,15.0,45.0,50.0,Medium Slow,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
649,555,Darmanitan Standard Mode,5,Normal,Blazing Pokémon,1,Fire,Fire,480.0,105.0,140.0,55.0,30.0,55.0,95.0,Medium Slow,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
650,555,Darmanitan Zen Mode,5,Normal,Blazing Pokémon,2,Fire,Psychic,540.0,105.0,30.0,105.0,140.0,105.0,55.0,Medium Slow,1.0,0.5,2.0,1.0,0.5,0.5,0.5,1.0,2.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,0.5,0.5
651,555,Darmanitan Galarian Standard Mode,5,Normal,Zen Charm Pokémon,1,Ice,Ice,480.0,105.0,140.0,55.0,30.0,55.0,95.0,Medium Slow,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
653,556,Maractus,5,Normal,Cactus Pokémon,1,Grass,Grass,461.0,75.0,86.0,67.0,106.0,67.0,60.0,Medium Fast,1.0,2.0,0.0,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
654,557,Dwebble,5,Normal,Rock Inn Pokémon,2,Bug,Rock,325.0,50.0,65.0,85.0,35.0,35.0,55.0,Medium Fast,0.5,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
655,558,Crustle,5,Normal,Stone Home Pokémon,2,Bug,Rock,485.0,70.0,105.0,125.0,65.0,75.0,45.0,Medium Fast,0.5,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
656,559,Scraggy,5,Normal,Shedding Pokémon,2,Dark,Fighting,348.0,50.0,75.0,70.0,35.0,70.0,48.0,Medium Fast,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,0.0,1.0,0.5,0.5,1.0,0.25,1.0,4.0
657,560,Scrafty,5,Normal,Hoodlum Pokémon,2,Dark,Fighting,488.0,65.0,90.0,115.0,45.0,115.0,58.0,Medium Fast,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,0.0,1.0,0.5,0.5,1.0,0.25,1.0,4.0
658,561,Sigilyph,5,Normal,Avianoid Pokémon,2,Psychic,Flying,490.0,72.0,58.0,80.0,103.0,80.0,97.0,Medium Fast,1.0,1.0,1.0,2.0,0.5,2.0,0.25,1.0,0.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,1.0,1.0
659,562,Yamask,5,Normal,Spirit Pokémon,1,Ghost,Ghost,303.0,38.0,30.0,85.0,55.0,65.0,30.0,Medium Fast,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0
660,562,Galarian Yamask,5,Normal,Spirit Pokémon,2,Ground,Ghost,303.0,38.0,55.0,85.0,30.0,65.0,30.0,Medium Fast,0.0,1.0,2.0,0.0,2.0,2.0,0.0,0.25,1.0,1.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0
661,563,Cofagrigus,5,Normal,Coffin Pokémon,1,Ghost,Ghost,483.0,58.0,50.0,145.0,95.0,105.0,30.0,Medium Fast,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0
662,564,Tirtouga,5,Normal,Prototurtle Pokémon,2,Water,Rock,355.0,54.0,78.0,103.0,53.0,45.0,22.0,Medium Fast,0.5,0.25,1.0,1.5,3.0,0.5,1.5,0.5,1.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
663,565,Carracosta,5,Normal,Prototurtle Pokémon,2,Water,Rock,495.0,74.0,108.0,133.0,83.0,65.0,32.0,Medium Fast,0.5,0.25,1.0,1.5,3.0,0.5,1.5,0.5,1.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
664,566,Archen,5,Normal,First Bird Pokémon,2,Rock,Flying,401.0,55.0,112.0,45.0,74.0,45.0,70.0,Medium Fast,0.5,0.5,2.0,2.0,1.0,2.0,1.0,0.5,0.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0
665,567,Archeops,5,Normal,First Bird Pokémon,2,Rock,Flying,567.0,75.0,140.0,65.0,112.0,65.0,110.0,Medium Fast,0.5,0.5,2.0,2.0,1.0,2.0,1.0,0.5,0.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0
666,568,Trubbish,5,Normal,Trash Bag Pokémon,1,Poison,Poison,329.0,50.0,50.0,62.0,40.0,62.0,65.0,Medium Fast,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5
667,569,Garbodor,5,Normal,Trash Heap Pokémon,1,Poison,Poison,474.0,80.0,95.0,82.0,60.0,82.0,75.0,Medium Fast,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5
668,570,Zorua,5,Normal,Tricky Fox Pokémon,1,Dark,Dark,330.0,40.0,65.0,40.0,80.0,40.0,65.0,Medium Slow,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0
669,571,Zoroark,5,Normal,Illusion Fox Pokémon,1,Dark,Dark,510.0,60.0,105.0,60.0,120.0,60.0,105.0,Medium Slow,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0
670,572,Minccino,5,Normal,Chinchilla Pokémon,1,Normal,Normal,300.0,55.0,50.0,40.0,40.0,40.0,75.0,Fast,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
671,573,Cinccino,5,Normal,Scarf Pokémon,1,Normal,Normal,470.0,75.0,95.0,60.0,65.0,60.0,115.0,Fast,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
672,574,Gothita,5,Normal,Fixation Pokémon,1,Psychic,Psychic,290.0,45.0,30.0,50.0,55.0,65.0,45.0,Medium Slow,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
673,575,Gothorita,5,Normal,Manipulate Pokémon,1,Psychic,Psychic,390.0,60.0,45.0,70.0,75.0,85.0,55.0,Medium Slow,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
674,576,Gothitelle,5,Normal,Astral Body Pokémon,1,Psychic,Psychic,490.0,70.0,55.0,95.0,95.0,110.0,65.0,Medium Slow,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
675,577,Solosis,5,Normal,Cell Pokémon,1,Psychic,Psychic,290.0,45.0,30.0,40.0,105.0,50.0,20.0,Medium Slow,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
676,578,Duosion,5,Normal,Mitosis Pokémon,1,Psychic,Psychic,370.0,65.0,40.0,50.0,125.0,60.0,30.0,Medium Slow,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
677,579,Reuniclus,5,Normal,Multiplying Pokémon,1,Psychic,Psychic,490.0,110.0,65.0,75.0,125.0,85.0,30.0,Medium Slow,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
678,580,Ducklett,5,Normal,Water Bird Pokémon,2,Water,Flying,305.0,62.0,44.0,50.0,44.0,50.0,55.0,Medium Fast,1.0,0.5,0.5,4.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0
679,581,Swanna,5,Normal,White Bird Pokémon,2,Water,Flying,473.0,75.0,87.0,63.0,87.0,63.0,98.0,Medium Fast,1.0,0.5,0.5,4.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0
680,582,Vanillite,5,Normal,Fresh Snow Pokémon,1,Ice,Ice,305.0,36.0,50.0,50.0,65.0,60.0,44.0,Slow,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
681,583,Vanillish,5,Normal,Icy Snow Pokémon,1,Ice,Ice,395.0,51.0,65.0,65.0,80.0,75.0,59.0,Slow,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
682,584,Vanilluxe,5,Normal,Snowstorm Pokémon,1,Ice,Ice,535.0,71.0,95.0,85.0,110.0,95.0,79.0,Slow,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
683,585,Deerling,5,Normal,Season Pokémon,2,Normal,Grass,335.0,60.0,60.0,50.0,40.0,50.0,75.0,Medium Fast,1.0,2.0,0.5,0.5,0.5,2.0,2.0,2.0,0.5,2.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0
684,586,Sawsbuck,5,Normal,Season Pokémon,2,Normal,Grass,475.0,80.0,100.0,70.0,60.0,70.0,95.0,Medium Fast,1.0,2.0,0.5,0.5,0.5,2.0,2.0,2.0,0.5,2.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0
685,587,Emolga,5,Normal,Sky Squirrel Pokémon,2,Electric,Flying,428.0,55.0,75.0,60.0,75.0,60.0,103.0,Medium Fast,1.0,1.0,1.0,1.0,0.5,2.0,0.5,1.0,0.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0
686,588,Karrablast,5,Normal,Clamping Pokémon,1,Bug,Bug,315.0,50.0,75.0,45.0,40.0,45.0,60.0,Medium Fast,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
687,589,Escavalier,5,Normal,Cavalry Pokémon,2,Bug,Steel,495.0,70.0,135.0,105.0,60.0,105.0,20.0,Medium Fast,0.5,4.0,1.0,1.0,0.25,0.5,1.0,0.0,1.0,1.0,0.5,0.5,1.0,1.0,0.5,1.0,0.5,0.5
688,590,Foongus,5,Normal,Mushroom Pokémon,2,Grass,Poison,294.0,69.0,55.0,45.0,55.0,55.0,15.0,Medium Fast,1.0,2.0,0.5,0.5,0.25,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5
689,591,Amoonguss,5,Normal,Mushroom Pokémon,2,Grass,Poison,464.0,114.0,85.0,70.0,85.0,80.0,30.0,Medium Fast,1.0,2.0,0.5,0.5,0.25,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5
690,592,Frillish,5,Normal,Floating Pokémon,2,Water,Ghost,335.0,55.0,40.0,50.0,65.0,85.0,40.0,Medium Fast,0.0,0.5,0.0,2.0,2.0,0.5,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,0.5,1.0
691,593,Jellicent,5,Normal,Floating Pokémon,2,Water,Ghost,480.0,100.0,60.0,70.0,85.0,105.0,60.0,Medium Fast,0.0,0.5,0.0,2.0,2.0,0.5,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,0.5,1.0
692,594,Alomomola,5,Normal,Caring Pokémon,1,Water,Water,470.0,165.0,75.0,80.0,40.0,45.0,65.0,Fast,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
693,595,Joltik,5,Normal,Attaching Pokémon,2,Bug,Electric,319.0,50.0,47.0,50.0,57.0,50.0,65.0,Medium Fast,1.0,2.0,1.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0
694,596,Galvantula,5,Normal,EleSpider Pokémon,2,Bug,Electric,472.0,70.0,77.0,60.0,97.0,60.0,108.0,Medium Fast,1.0,2.0,1.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0
695,597,Ferroseed,5,Normal,Thorn Seed Pokémon,2,Grass,Steel,305.0,44.0,50.0,91.0,24.0,86.0,10.0,Medium Fast,0.5,4.0,0.5,0.5,0.25,1.0,2.0,0.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,1.0,0.5,0.5
696,598,Ferrothorn,5,Normal,Thorn Pod Pokémon,2,Grass,Steel,489.0,74.0,94.0,131.0,54.0,116.0,20.0,Medium Fast,0.5,4.0,0.5,0.5,0.25,1.0,2.0,0.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,1.0,0.5,0.5
697,599,Klink,5,Normal,Gear Pokémon,1,Steel,Steel,300.0,40.0,55.0,70.0,45.0,60.0,30.0,Medium Slow,0.5,2.0,1.0,1.0,0.5,0.5,2.0,0.0,2.0,0.5,0.5,0.5,0.5,1.0,0.5,1.0,0.5,0.5
698,600,Klang,5,Normal,Gear Pokémon,1,Steel,Steel,440.0,60.0,80.0,95.0,70.0,85.0,50.0,Medium Slow,0.5,2.0,1.0,1.0,0.5,0.5,2.0,0.0,2.0,0.5,0.5,0.5,0.5,1.0,0.5,1.0,0.5,0.5
699,601,Klinklang,5,Normal,Gear Pokémon,1,Steel,Steel,520.0,60.0,100.0,115.0,70.0,85.0,90.0,Medium Slow,0.5,2.0,1.0,1.0,0.5,0.5,2.0,0.0,2.0,0.5,0.5,0.5,0.5,1.0,0.5,1.0,0.5,0.5
700,602,Tynamo,5,Normal,EleFish Pokémon,1,Electric,Electric,275.0,35.0,55.0,40.0,45.0,40.0,60.0,Slow,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
701,603,Eelektrik,5,Normal,EleFish Pokémon,1,Electric,Electric,405.0,65.0,85.0,70.0,75.0,70.0,40.0,Slow,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
702,604,Eelektross,5,Normal,EleFish Pokémon,1,Electric,Electric,515.0,85.0,115.0,80.0,105.0,80.0,50.0,Slow,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
703,605,Elgyem,5,Normal,Cerebral Pokémon,1,Psychic,Psychic,335.0,55.0,55.0,55.0,85.0,55.0,30.0,Medium Fast,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
704,606,Beheeyem,5,Normal,Cerebral Pokémon,1,Psychic,Psychic,485.0,75.0,75.0,75.0,125.0,95.0,40.0,Medium Fast,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
705,607,Litwick,5,Normal,Candle Pokémon,2,Ghost,Fire,275.0,50.0,30.0,55.0,65.0,55.0,20.0,Medium Slow,0.0,0.0,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5
706,608,Lampent,5,Normal,Lamp Pokémon,2,Ghost,Fire,370.0,60.0,40.0,60.0,95.0,60.0,55.0,Medium Slow,0.0,0.0,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5
707,609,Chandelure,5,Normal,Luring Pokémon,2,Ghost,Fire,520.0,60.0,55.0,90.0,145.0,90.0,80.0,Medium Slow,0.0,0.0,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5
708,610,Axew,5,Normal,Tusk Pokémon,1,Dragon,Dragon,320.0,46.0,87.0,60.0,30.0,40.0,57.0,Slow,1.0,0.5,0.5,0.5,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0
709,611,Fraxure,5,Normal,Axe Jaw Pokémon,1,Dragon,Dragon,410.0,66.0,117.0,70.0,40.0,50.0,67.0,Slow,1.0,0.5,0.5,0.5,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0
710,612,Haxorus,5,Normal,Axe Jaw Pokémon,1,Dragon,Dragon,540.0,76.0,147.0,90.0,60.0,70.0,97.0,Slow,1.0,0.5,0.5,0.5,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0
711,613,Cubchoo,5,Normal,Chill Pokémon,1,Ice,Ice,305.0,55.0,70.0,40.0,60.0,40.0,40.0,Medium Fast,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
712,614,Beartic,5,Normal,Freezing Pokémon,1,Ice,Ice,505.0,95.0,130.0,80.0,70.0,80.0,50.0,Medium Fast,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
713,615,Cryogonal,5,Normal,Crystallizing Pokémon,1,Ice,Ice,515.0,80.0,50.0,50.0,95.0,135.0,105.0,Medium Fast,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
714,616,Shelmet,5,Normal,Snail Pokémon,1,Bug,Bug,305.0,50.0,40.0,85.0,40.0,65.0,25.0,Medium Fast,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
715,617,Accelgor,5,Normal,Shell Out Pokémon,1,Bug,Bug,495.0,80.0,70.0,40.0,100.0,60.0,145.0,Medium Fast,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
716,618,Stunfisk,5,Normal,Trap Pokémon,2,Ground,Electric,471.0,109.0,66.0,84.0,81.0,99.0,32.0,Medium Fast,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,2.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0
717,618,Galarian Stunfisk,5,Normal,Trap Pokémon,2,Ground,Steel,471.0,109.0,81.0,99.0,66.0,84.0,32.0,Medium Fast,0.5,2.0,2.0,0.0,1.0,1.0,2.0,0.0,2.0,0.5,0.5,0.5,0.25,1.0,0.5,1.0,0.5,0.5
718,619,Mienfoo,5,Normal,Martial Arts Pokémon,1,Fighting,Fighting,350.0,45.0,85.0,50.0,55.0,50.0,65.0,Medium Slow,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
719,620,Mienshao,5,Normal,Martial Arts Pokémon,1,Fighting,Fighting,510.0,65.0,125.0,60.0,95.0,60.0,105.0,Medium Slow,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
720,621,Druddigon,5,Normal,Cave Pokémon,1,Dragon,Dragon,485.0,77.0,120.0,90.0,60.0,90.0,48.0,Medium Fast,1.0,0.5,0.5,0.5,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0
721,622,Golett,5,Normal,Automaton Pokémon,2,Ground,Ghost,303.0,59.0,74.0,50.0,35.0,50.0,35.0,Medium Fast,0.0,1.0,2.0,0.0,2.0,2.0,0.0,0.25,1.0,1.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0
722,623,Golurk,5,Normal,Automaton Pokémon,2,Ground,Ghost,483.0,89.0,124.0,80.0,55.0,80.0,55.0,Medium Fast,0.0,1.0,2.0,0.0,2.0,2.0,0.0,0.25,1.0,1.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0
